,API,F0,cf_high,cf_low,code,decoding_type,delta_theta,dur,dur_ramp,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,result,roving_type
41,[0.],648.3257202420679,7131.582922662747,3241.628601210339,exp1b,RP,[0.001],0.1,0.01,200000.0,40.50614153400249,Zilany2014,Zilany2014,40.0,51.0,40.0,0.7851052961290752,none
42,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,exp1b,RP,[0.001],0.1,0.01,200000.0,19.87458796405344,Zilany2014,Zilany2014,40.0,51.0,20.0,0.369333735202782,none
43,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,exp1b,RP,[0.001],0.1,0.01,200000.0,29.87458796405344,Zilany2014,Zilany2014,40.0,51.0,30.0,0.5903870809383122,none
44,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,exp1b,RP,[0.001],0.1,0.01,200000.0,39.87458796405344,Zilany2014,Zilany2014,40.0,51.0,40.0,0.8264825369199397,none
45,[0.],791.8815200973457,8710.696721070803,3959.407600486729,exp1b,RP,[0.001],0.1,0.01,200000.0,19.636352236832014,Zilany2014,Zilany2014,40.0,51.0,20.0,0.39206409576938606,none
46,[0.],791.8815200973457,8710.696721070803,3959.407600486729,exp1b,RP,[0.001],0.1,0.01,200000.0,29.636352236832014,Zilany2014,Zilany2014,40.0,51.0,30.0,0.636542662820785,none
47,[0.],791.8815200973457,8710.696721070803,3959.407600486729,exp1b,RP,[0.001],0.1,0.01,200000.0,39.63635223683202,Zilany2014,Zilany2014,40.0,51.0,40.0,0.8650326618072975,none
48,[0.],875.17254814933,9626.89802964263,4375.86274074665,exp1b,RP,[0.001],0.1,0.01,200000.0,19.7611214338582,Zilany2014,Zilany2014,40.0,51.0,20.0,0.4056515943095646,none
49,[0.],875.17254814933,9626.89802964263,4375.86274074665,exp1b,RP,[0.001],0.1,0.01,200000.0,29.7611214338582,Zilany2014,Zilany2014,40.0,51.0,30.0,0.6812110037845789,none
50,[0.],875.17254814933,9626.89802964263,4375.86274074665,exp1b,RP,[0.001],0.1,0.01,200000.0,39.7611214338582,Zilany2014,Zilany2014,40.0,51.0,40.0,0.9378695660782028,none
51,[0.],967.2242243259274,10639.466467585202,4836.121121629637,exp1b,RP,[0.001],0.1,0.01,200000.0,20.695837741874442,Zilany2014,Zilany2014,40.0,51.0,20.0,0.4253944165156548,none
52,[0.],967.2242243259274,10639.466467585202,4836.121121629637,exp1b,RP,[0.001],0.1,0.01,200000.0,30.695837741874442,Zilany2014,Zilany2014,40.0,51.0,30.0,0.7458751120785148,none
53,[0.],967.2242243259274,10639.466467585202,4836.121121629637,exp1b,RP,[0.001],0.1,0.01,200000.0,40.69583774187444,Zilany2014,Zilany2014,40.0,51.0,40.0,1.046747016565039,none
54,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,exp1b,RP,[0.001],0.1,0.01,200000.0,22.677518294872545,Zilany2014,Zilany2014,40.0,51.0,20.0,0.4584372670597597,none
55,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,exp1b,RP,[0.001],0.1,0.01,200000.0,32.67751829487255,Zilany2014,Zilany2014,40.0,51.0,30.0,0.7972458221256504,none
56,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,exp1b,RP,[0.001],0.1,0.01,200000.0,42.67751829487255,Zilany2014,Zilany2014,40.0,51.0,40.0,1.2254158214035509,none
57,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,exp1b,RP,[0.001],0.1,0.01,200000.0,24.977208172649956,Zilany2014,Zilany2014,40.0,51.0,20.0,0.49525957840626456,none
58,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,exp1b,RP,[0.001],0.1,0.01,200000.0,34.97720817264995,Zilany2014,Zilany2014,40.0,51.0,30.0,0.8549886524350876,none
59,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,exp1b,RP,[0.001],0.1,0.01,200000.0,44.97720817264995,Zilany2014,Zilany2014,40.0,51.0,40.0,1.5226491024253357,none
60,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,exp1b,RP,[0.001],0.1,0.01,200000.0,26.99566586349379,Zilany2014,Zilany2014,40.0,51.0,20.0,0.5244184268170133,none
61,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,exp1b,RP,[0.001],0.1,0.01,200000.0,36.99566586349379,Zilany2014,Zilany2014,40.0,51.0,30.0,0.938393659642372,none
62,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,exp1b,RP,[0.001],0.1,0.01,200000.0,46.99566586349379,Zilany2014,Zilany2014,40.0,51.0,40.0,1.858131041684657,none
63,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,exp1b,RP,[0.001],0.1,0.01,200000.0,28.865164487789535,Zilany2014,Zilany2014,40.0,51.0,20.0,0.5476401035444117,none
64,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,exp1b,RP,[0.001],0.1,0.01,200000.0,38.865164487789535,Zilany2014,Zilany2014,40.0,51.0,30.0,0.9814363859764264,none
65,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,exp1b,RP,[0.001],0.1,0.01,200000.0,48.865164487789535,Zilany2014,Zilany2014,40.0,51.0,40.0,2.1098125946405317,none
66,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,exp1b,RP,[0.001],0.1,0.01,200000.0,30.73619056988742,Zilany2014,Zilany2014,40.0,51.0,20.0,0.5754984186497507,none
67,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,exp1b,RP,[0.001],0.1,0.01,200000.0,40.73619056988742,Zilany2014,Zilany2014,40.0,51.0,30.0,1.0626065388311203,none
68,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,exp1b,RP,[0.001],0.1,0.01,200000.0,50.73619056988742,Zilany2014,Zilany2014,40.0,51.0,40.0,2.4386463337655746,none
69,[0.],1762.495576511835,19387.451341630185,8812.477882559175,exp1b,RP,[0.001],0.1,0.01,200000.0,32.594091411120644,Zilany2014,Zilany2014,40.0,51.0,20.0,0.6070118973103027,none
70,[0.],1762.495576511835,19387.451341630185,8812.477882559175,exp1b,RP,[0.001],0.1,0.01,200000.0,42.594091411120644,Zilany2014,Zilany2014,40.0,51.0,30.0,1.1273909508787816,none
71,[0.],1762.495576511835,19387.451341630185,8812.477882559175,exp1b,RP,[0.001],0.1,0.01,200000.0,52.594091411120644,Zilany2014,Zilany2014,40.0,51.0,40.0,2.7866666989722386,none
