,API,F0,cf_high,cf_low,code,decoding_type,delta_theta,dur,dur_ramp,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,result,roving_type
12,[0.],263.567553364268,2899.243087006948,1317.83776682134,exp1a,RP,[0.001],0.1,0.01,200000.0,31.117958542971323,Zilany2014,Zilany2014,40.0,51.0,20.0,0.2706809752969085,none
13,[0.],263.567553364268,2899.243087006948,1317.83776682134,exp1a,RP,[0.001],0.1,0.01,200000.0,41.11795854297132,Zilany2014,Zilany2014,40.0,51.0,30.0,0.4104121038260475,none
14,[0.],263.567553364268,2899.243087006948,1317.83776682134,exp1a,RP,[0.001],0.1,0.01,200000.0,51.11795854297132,Zilany2014,Zilany2014,40.0,51.0,40.0,0.5686391087552249,none
15,[0.],291.2898980884604,3204.1888789730647,1456.449490442302,exp1a,RP,[0.001],0.1,0.01,200000.0,30.998772224359527,Zilany2014,Zilany2014,40.0,51.0,20.0,0.2856123659728253,none
16,[0.],291.2898980884604,3204.1888789730647,1456.449490442302,exp1a,RP,[0.001],0.1,0.01,200000.0,40.99877222435953,Zilany2014,Zilany2014,40.0,51.0,30.0,0.3864390470220012,none
17,[0.],291.2898980884604,3204.1888789730647,1456.449490442302,exp1a,RP,[0.001],0.1,0.01,200000.0,50.99877222435953,Zilany2014,Zilany2014,40.0,51.0,40.0,0.6056522474045881,none
18,[0.],321.9281115802507,3541.2092273827575,1609.6405579012535,exp1a,RP,[0.001],0.1,0.01,200000.0,30.083532269431913,Zilany2014,Zilany2014,40.0,51.0,20.0,0.28583971749858095,none
19,[0.],321.9281115802507,3541.2092273827575,1609.6405579012535,exp1a,RP,[0.001],0.1,0.01,200000.0,40.08353226943191,Zilany2014,Zilany2014,40.0,51.0,30.0,0.4330399005426948,none
20,[0.],321.9281115802507,3541.2092273827575,1609.6405579012535,exp1a,RP,[0.001],0.1,0.01,200000.0,50.08353226943191,Zilany2014,Zilany2014,40.0,51.0,40.0,0.6283305958741926,none
21,[0.],355.78888834020944,3913.677771742304,1778.9444417010473,exp1a,RP,[0.001],0.1,0.01,200000.0,28.700873207735263,Zilany2014,Zilany2014,40.0,51.0,20.0,0.300502542771172,none
22,[0.],355.78888834020944,3913.677771742304,1778.9444417010473,exp1a,RP,[0.001],0.1,0.01,200000.0,38.70087320773526,Zilany2014,Zilany2014,40.0,51.0,30.0,0.4671262282589382,none
23,[0.],355.78888834020944,3913.677771742304,1778.9444417010473,exp1a,RP,[0.001],0.1,0.01,200000.0,48.70087320773526,Zilany2014,Zilany2014,40.0,51.0,40.0,0.6042889785807177,none
24,[0.],393.21118135657645,4325.3229949223405,1966.0559067828822,exp1a,RP,[0.001],0.1,0.01,200000.0,27.243707257190316,Zilany2014,Zilany2014,40.0,51.0,20.0,0.3121497405126083,none
25,[0.],393.21118135657645,4325.3229949223405,1966.0559067828822,exp1a,RP,[0.001],0.1,0.01,200000.0,37.243707257190316,Zilany2014,Zilany2014,40.0,51.0,30.0,0.46854113472361675,none
26,[0.],393.21118135657645,4325.3229949223405,1966.0559067828822,exp1a,RP,[0.001],0.1,0.01,200000.0,47.243707257190316,Zilany2014,Zilany2014,40.0,51.0,40.0,0.6563963161315973,none
27,[0.],434.56959509086647,4780.265545999531,2172.8479754543323,exp1a,RP,[0.001],0.1,0.01,200000.0,25.825346609990415,Zilany2014,Zilany2014,40.0,51.0,20.0,0.3127223617987212,none
28,[0.],434.56959509086647,4780.265545999531,2172.8479754543323,exp1a,RP,[0.001],0.1,0.01,200000.0,35.82534660999041,Zilany2014,Zilany2014,40.0,51.0,30.0,0.4680593121265884,none
29,[0.],434.56959509086647,4780.265545999531,2172.8479754543323,exp1a,RP,[0.001],0.1,0.01,200000.0,45.82534660999041,Zilany2014,Zilany2014,40.0,51.0,40.0,0.7151726352494723,none
30,[0.],480.27813534169,5283.05948875859,2401.39067670845,exp1a,RP,[0.001],0.1,0.01,200000.0,24.396579551198933,Zilany2014,Zilany2014,40.0,51.0,20.0,0.32322762649535913,none
31,[0.],480.27813534169,5283.05948875859,2401.39067670845,exp1a,RP,[0.001],0.1,0.01,200000.0,34.39657955119893,Zilany2014,Zilany2014,40.0,51.0,30.0,0.48432232153453364,none
32,[0.],480.27813534169,5283.05948875859,2401.39067670845,exp1a,RP,[0.001],0.1,0.01,200000.0,44.39657955119893,Zilany2014,Zilany2014,40.0,51.0,40.0,0.7283000225415684,none
33,[0.],530.7943535236503,5838.7378887601535,2653.9717676182518,exp1a,RP,[0.001],0.1,0.01,200000.0,22.96831848683961,Zilany2014,Zilany2014,40.0,51.0,20.0,0.3286263059533957,none
34,[0.],530.7943535236503,5838.7378887601535,2653.9717676182518,exp1a,RP,[0.001],0.1,0.01,200000.0,32.96831848683961,Zilany2014,Zilany2014,40.0,51.0,30.0,0.5066314461814392,none
35,[0.],530.7943535236503,5838.7378887601535,2653.9717676182518,exp1a,RP,[0.001],0.1,0.01,200000.0,42.96831848683961,Zilany2014,Zilany2014,40.0,51.0,40.0,0.7655201529049313,none
36,[0.],586.6239268463596,6452.863195309956,2933.119634231798,exp1a,RP,[0.001],0.1,0.01,200000.0,21.603993096175458,Zilany2014,Zilany2014,40.0,51.0,20.0,0.33916733974754176,none
37,[0.],586.6239268463596,6452.863195309956,2933.119634231798,exp1a,RP,[0.001],0.1,0.01,200000.0,31.603993096175458,Zilany2014,Zilany2014,40.0,51.0,30.0,0.5234581386815095,none
38,[0.],586.6239268463596,6452.863195309956,2933.119634231798,exp1a,RP,[0.001],0.1,0.01,200000.0,41.60399309617546,Zilany2014,Zilany2014,40.0,51.0,40.0,0.8024054805626517,none
39,[0.],648.3257202420679,7131.582922662747,3241.628601210339,exp1a,RP,[0.001],0.1,0.01,200000.0,20.506141534002488,Zilany2014,Zilany2014,40.0,51.0,20.0,0.34915404483915374,none
40,[0.],648.3257202420679,7131.582922662747,3241.628601210339,exp1a,RP,[0.001],0.1,0.01,200000.0,30.506141534002488,Zilany2014,Zilany2014,40.0,51.0,30.0,0.544300228385411,none
41,[0.],648.3257202420679,7131.582922662747,3241.628601210339,exp1a,RP,[0.001],0.1,0.01,200000.0,40.50614153400249,Zilany2014,Zilany2014,40.0,51.0,40.0,0.8271569568138741,none
42,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,exp1a,RP,[0.001],0.1,0.01,200000.0,19.87458796405344,Zilany2014,Zilany2014,40.0,51.0,20.0,0.36668611571848525,none
43,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,exp1a,RP,[0.001],0.1,0.01,200000.0,29.87458796405344,Zilany2014,Zilany2014,40.0,51.0,30.0,0.5825017933601172,none
44,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,exp1a,RP,[0.001],0.1,0.01,200000.0,39.87458796405344,Zilany2014,Zilany2014,40.0,51.0,40.0,0.8758033372563989,none
45,[0.],791.8815200973457,8710.696721070803,3959.407600486729,exp1a,RP,[0.001],0.1,0.01,200000.0,19.636352236832014,Zilany2014,Zilany2014,40.0,51.0,20.0,0.38900492123866803,none
46,[0.],791.8815200973457,8710.696721070803,3959.407600486729,exp1a,RP,[0.001],0.1,0.01,200000.0,29.636352236832014,Zilany2014,Zilany2014,40.0,51.0,30.0,0.6166584342044986,none
47,[0.],791.8815200973457,8710.696721070803,3959.407600486729,exp1a,RP,[0.001],0.1,0.01,200000.0,39.63635223683202,Zilany2014,Zilany2014,40.0,51.0,40.0,0.9066806117551425,none
48,[0.],875.17254814933,9626.89802964263,4375.86274074665,exp1a,RP,[0.001],0.1,0.01,200000.0,19.7611214338582,Zilany2014,Zilany2014,40.0,51.0,20.0,0.40496069186026634,none
49,[0.],875.17254814933,9626.89802964263,4375.86274074665,exp1a,RP,[0.001],0.1,0.01,200000.0,29.7611214338582,Zilany2014,Zilany2014,40.0,51.0,30.0,0.6619991628626964,none
50,[0.],875.17254814933,9626.89802964263,4375.86274074665,exp1a,RP,[0.001],0.1,0.01,200000.0,39.7611214338582,Zilany2014,Zilany2014,40.0,51.0,40.0,0.967322820101717,none
51,[0.],967.2242243259274,10639.466467585202,4836.121121629637,exp1a,RP,[0.001],0.1,0.01,200000.0,20.695837741874442,Zilany2014,Zilany2014,40.0,51.0,20.0,0.4278706344583016,none
52,[0.],967.2242243259274,10639.466467585202,4836.121121629637,exp1a,RP,[0.001],0.1,0.01,200000.0,30.695837741874442,Zilany2014,Zilany2014,40.0,51.0,30.0,0.7312351483303648,none
53,[0.],967.2242243259274,10639.466467585202,4836.121121629637,exp1a,RP,[0.001],0.1,0.01,200000.0,40.69583774187444,Zilany2014,Zilany2014,40.0,51.0,40.0,1.0343406418223966,none
54,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,exp1a,RP,[0.001],0.1,0.01,200000.0,22.677518294872545,Zilany2014,Zilany2014,40.0,51.0,20.0,0.4630073237271887,none
55,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,exp1a,RP,[0.001],0.1,0.01,200000.0,32.67751829487255,Zilany2014,Zilany2014,40.0,51.0,30.0,0.7793879412350149,none
56,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,exp1a,RP,[0.001],0.1,0.01,200000.0,42.67751829487255,Zilany2014,Zilany2014,40.0,51.0,40.0,1.1222633674375453,none
57,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,exp1a,RP,[0.001],0.1,0.01,200000.0,24.977208172649956,Zilany2014,Zilany2014,40.0,51.0,20.0,0.5026993439778279,none
58,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,exp1a,RP,[0.001],0.1,0.01,200000.0,34.97720817264995,Zilany2014,Zilany2014,40.0,51.0,30.0,0.8406395301078129,none
59,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,exp1a,RP,[0.001],0.1,0.01,200000.0,44.97720817264995,Zilany2014,Zilany2014,40.0,51.0,40.0,1.2668887506447128,none
60,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,exp1a,RP,[0.001],0.1,0.01,200000.0,26.99566586349379,Zilany2014,Zilany2014,40.0,51.0,20.0,0.5338342638719581,none
61,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,exp1a,RP,[0.001],0.1,0.01,200000.0,36.99566586349379,Zilany2014,Zilany2014,40.0,51.0,30.0,0.9314988210586751,none
62,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,exp1a,RP,[0.001],0.1,0.01,200000.0,46.99566586349379,Zilany2014,Zilany2014,40.0,51.0,40.0,1.4263046004121456,none
63,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,exp1a,RP,[0.001],0.1,0.01,200000.0,28.865164487789535,Zilany2014,Zilany2014,40.0,51.0,20.0,0.5579658082556446,none
64,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,exp1a,RP,[0.001],0.1,0.01,200000.0,38.865164487789535,Zilany2014,Zilany2014,40.0,51.0,30.0,0.9874696945099272,none
65,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,exp1a,RP,[0.001],0.1,0.01,200000.0,48.865164487789535,Zilany2014,Zilany2014,40.0,51.0,40.0,1.5299599385488991,none
66,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,exp1a,RP,[0.001],0.1,0.01,200000.0,30.73619056988742,Zilany2014,Zilany2014,40.0,51.0,20.0,0.587716330626343,none
67,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,exp1a,RP,[0.001],0.1,0.01,200000.0,40.73619056988742,Zilany2014,Zilany2014,40.0,51.0,30.0,1.106573515123995,none
68,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,exp1a,RP,[0.001],0.1,0.01,200000.0,50.73619056988742,Zilany2014,Zilany2014,40.0,51.0,40.0,1.6815651002959355,none
69,[0.],1762.495576511835,19387.451341630185,8812.477882559175,exp1a,RP,[0.001],0.1,0.01,200000.0,32.594091411120644,Zilany2014,Zilany2014,40.0,51.0,20.0,0.6200446045522615,none
70,[0.],1762.495576511835,19387.451341630185,8812.477882559175,exp1a,RP,[0.001],0.1,0.01,200000.0,42.594091411120644,Zilany2014,Zilany2014,40.0,51.0,30.0,1.2092330597997905,none
71,[0.],1762.495576511835,19387.451341630185,8812.477882559175,exp1a,RP,[0.001],0.1,0.01,200000.0,52.594091411120644,Zilany2014,Zilany2014,40.0,51.0,40.0,1.8561199435200428,none
