,API,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,freq,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,phase,result,roving_type
30,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",5763.337624100281,1921.11254136676,RP,[0.001 0.001],0.1,0.01,3842.22508273352,500000.0,37.52872377209741,Heinz2001,Heinz2001,40.0,40.0,20.0,[94.73887674],8.17606289268205,phase
31,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",5763.337624100281,1921.11254136676,RP,[0.001 0.001],0.1,0.01,3842.22508273352,500000.0,47.52872377209741,Heinz2001,Heinz2001,40.0,40.0,30.0,[27.91047834],7.765926178252834,phase
32,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",5763.337624100281,1921.11254136676,RP,[0.001 0.001],0.1,0.01,3842.22508273352,500000.0,57.52872377209741,Heinz2001,Heinz2001,40.0,40.0,40.0,[267.60567655],8.380307542974455,phase
33,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",6369.5322422838035,2123.1774140946013,RP,[0.001 0.001],0.1,0.01,4246.354828189203,500000.0,37.692465385188825,Heinz2001,Heinz2001,40.0,40.0,20.0,[91.8256424],8.937615038628632,phase
34,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",6369.5322422838035,2123.1774140946013,RP,[0.001 0.001],0.1,0.01,4246.354828189203,500000.0,47.692465385188825,Heinz2001,Heinz2001,40.0,40.0,30.0,[217.83490174],8.518914109781264,phase
35,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",6369.5322422838035,2123.1774140946013,RP,[0.001 0.001],0.1,0.01,4246.354828189203,500000.0,57.692465385188825,Heinz2001,Heinz2001,40.0,40.0,40.0,[326.84544153],9.195912776313671,phase
36,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",7039.487122156315,2346.4957073854384,RP,[0.001 0.001],0.1,0.01,4692.991414770877,500000.0,37.80056044509692,Heinz2001,Heinz2001,40.0,40.0,20.0,[211.4039811],9.799402144397632,phase
37,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",7039.487122156315,2346.4957073854384,RP,[0.001 0.001],0.1,0.01,4692.991414770877,500000.0,47.80056044509692,Heinz2001,Heinz2001,40.0,40.0,30.0,[46.16462334],9.365730732676916,phase
38,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",7039.487122156315,2346.4957073854384,RP,[0.001 0.001],0.1,0.01,4692.991414770877,500000.0,57.80056044509692,Heinz2001,Heinz2001,40.0,40.0,40.0,[85.35125073],10.112521714790914,phase
39,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",7779.908642904815,2593.3028809682714,RP,[0.001 0.001],0.1,0.01,5186.605761936543,500000.0,37.869024043681044,Heinz2001,Heinz2001,40.0,40.0,20.0,[39.63796184],10.770878375807756,phase
