,API,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,freq,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,phase,result,roving_type
53,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",11606.690691911128,3868.8968973037095,AI,[0.001 0.001],0.1,0.01,7737.793794607419,500000.0,57.93326042881357,Heinz2001,Heinz2001,40.0,40.0,40.0,[33.0384635],1.8813020249336816,phase
54,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",12827.49604659581,4275.832015531937,AI,[0.001 0.001],0.1,0.01,8551.664031063874,500000.0,37.9349565625874,Heinz2001,Heinz2001,40.0,40.0,20.0,[304.66737318],5.32014075309292,phase
55,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",12827.49604659581,4275.832015531937,AI,[0.001 0.001],0.1,0.01,8551.664031063874,500000.0,47.9349565625874,Heinz2001,Heinz2001,40.0,40.0,30.0,[258.45693221],4.277786007299976,phase
56,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",12827.49604659581,4275.832015531937,AI,[0.001 0.001],0.1,0.01,8551.664031063874,500000.0,57.9349565625874,Heinz2001,Heinz2001,40.0,40.0,40.0,[127.67498641],2.9952529067401787,phase
57,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",14176.707141864697,4725.5690472882325,AI,[0.001 0.001],0.1,0.01,9451.138094576465,500000.0,37.93567429329934,Heinz2001,Heinz2001,40.0,40.0,20.0,[343.98529767],8.113152011451442,phase
58,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",14176.707141864697,4725.5690472882325,AI,[0.001 0.001],0.1,0.01,9451.138094576465,500000.0,47.93567429329934,Heinz2001,Heinz2001,40.0,40.0,30.0,[317.20715127],6.697587624111045,phase
59,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",14176.707141864697,4725.5690472882325,AI,[0.001 0.001],0.1,0.01,9451.138094576465,500000.0,57.93567429329934,Heinz2001,Heinz2001,40.0,40.0,40.0,[13.73033829],1.1562610119311791,phase
60,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",15667.829844276894,5222.609948092298,AI,[0.001 0.001],0.1,0.01,10445.219896184595,500000.0,37.93582763958207,Heinz2001,Heinz2001,40.0,40.0,20.0,[310.46323103],11.385288018250026,phase
61,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",15667.829844276894,5222.609948092298,AI,[0.001 0.001],0.1,0.01,10445.219896184595,500000.0,47.93582763958207,Heinz2001,Heinz2001,40.0,40.0,30.0,[192.8078095],9.759390318385835,phase
62,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",15667.829844276894,5222.609948092298,AI,[0.001 0.001],0.1,0.01,10445.219896184595,500000.0,57.93582763958207,Heinz2001,Heinz2001,40.0,40.0,40.0,[202.3847951],0.7345824882172762,phase
63,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",17315.79058329371,5771.930194431237,AI,[0.001 0.001],0.1,0.01,11543.860388862475,500000.0,37.9358269497419,Heinz2001,Heinz2001,40.0,40.0,20.0,[284.31214827],14.851117406130255,phase
64,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",17315.79058329371,5771.930194431237,AI,[0.001 0.001],0.1,0.01,11543.860388862475,500000.0,47.9358269497419,Heinz2001,Heinz2001,40.0,40.0,30.0,[99.20275856],13.15025122066028,phase
65,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",17315.79058329371,5771.930194431237,AI,[0.001 0.001],0.1,0.01,11543.860388862475,500000.0,57.9358269497419,Heinz2001,Heinz2001,40.0,40.0,40.0,[19.0571435],4.502782629463582,phase
66,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",19137.085767752775,6379.0285892509255,AI,[0.001 0.001],0.1,0.01,12758.057178501851,500000.0,37.9359610391039,Heinz2001,Heinz2001,40.0,40.0,20.0,[328.99521527],18.83524834683268,phase
67,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",19137.085767752775,6379.0285892509255,AI,[0.001 0.001],0.1,0.01,12758.057178501851,500000.0,47.9359610391039,Heinz2001,Heinz2001,40.0,40.0,30.0,[252.12479466],15.947953961405094,phase
68,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",19137.085767752775,6379.0285892509255,AI,[0.001 0.001],0.1,0.01,12758.057178501851,500000.0,57.9359610391039,Heinz2001,Heinz2001,40.0,40.0,40.0,[68.29776632],2.3960275717111066,phase
69,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",21149.94691814202,7049.98230604734,AI,[0.001 0.001],0.1,0.01,14099.96461209468,500000.0,37.93628841703492,Heinz2001,Heinz2001,40.0,40.0,20.0,[222.82855634],23.078612155108818,phase
70,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",21149.94691814202,7049.98230604734,AI,[0.001 0.001],0.1,0.01,14099.96461209468,500000.0,47.93628841703492,Heinz2001,Heinz2001,40.0,40.0,30.0,[232.33046594],20.647619464380224,phase
71,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",21149.94691814202,7049.98230604734,AI,[0.001 0.001],0.1,0.01,14099.96461209468,500000.0,57.93628841703492,Heinz2001,Heinz2001,40.0,40.0,40.0,[25.94554332],1.6846736098668527,phase
