,API,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,freq,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,phase,result,roving_type
46,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",9502.578241168148,3167.526080389383,RP,[0.001 0.001],0.1,0.01,6335.052160778766,200000.0,29.636352236832014,Zilany2014,Zilany2014,40.0,40.0,30.0,[247.90456689],8.090067811580207,phase
47,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",9502.578241168148,3167.526080389383,RP,[0.001 0.001],0.1,0.01,6335.052160778766,200000.0,39.63635223683202,Zilany2014,Zilany2014,40.0,40.0,40.0,[132.54951975],9.53227916543764,phase
48,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",10502.070577791961,3500.69019259732,RP,[0.001 0.001],0.1,0.01,7001.38038519464,200000.0,19.7611214338582,Zilany2014,Zilany2014,40.0,40.0,20.0,[125.51901874],6.8726357393756725,phase
49,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",10502.070577791961,3500.69019259732,RP,[0.001 0.001],0.1,0.01,7001.38038519464,200000.0,29.7611214338582,Zilany2014,Zilany2014,40.0,40.0,30.0,[6.21646568],8.586759011268214,phase
50,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",10502.070577791961,3500.69019259732,RP,[0.001 0.001],0.1,0.01,7001.38038519464,200000.0,39.7611214338582,Zilany2014,Zilany2014,40.0,40.0,40.0,[135.90000303],10.27236928337015,phase
51,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",11606.690691911128,3868.8968973037095,RP,[0.001 0.001],0.1,0.01,7737.793794607419,200000.0,20.695837741874442,Zilany2014,Zilany2014,40.0,40.0,20.0,[53.24271321],7.301108612441541,phase
52,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",11606.690691911128,3868.8968973037095,RP,[0.001 0.001],0.1,0.01,7737.793794607419,200000.0,30.695837741874442,Zilany2014,Zilany2014,40.0,40.0,30.0,[30.86358102],9.14528195972217,phase
53,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",11606.690691911128,3868.8968973037095,RP,[0.001 0.001],0.1,0.01,7737.793794607419,200000.0,40.69583774187444,Zilany2014,Zilany2014,40.0,40.0,40.0,[212.48227903],11.078052027182267,phase
54,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",12827.49604659581,4275.832015531937,RP,[0.001 0.001],0.1,0.01,8551.664031063874,200000.0,22.677518294872545,Zilany2014,Zilany2014,40.0,40.0,20.0,[193.94093926],7.74266688458676,phase
55,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",12827.49604659581,4275.832015531937,RP,[0.001 0.001],0.1,0.01,8551.664031063874,200000.0,32.67751829487255,Zilany2014,Zilany2014,40.0,40.0,30.0,[47.06207541],9.841830938871116,phase
56,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",12827.49604659581,4275.832015531937,RP,[0.001 0.001],0.1,0.01,8551.664031063874,200000.0,42.67751829487255,Zilany2014,Zilany2014,40.0,40.0,40.0,[342.74719646],11.785093217875824,phase
57,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",14176.707141864697,4725.5690472882325,RP,[0.001 0.001],0.1,0.01,9451.138094576465,200000.0,24.977208172649956,Zilany2014,Zilany2014,40.0,40.0,20.0,[151.65270341],8.277369654009894,phase
58,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",14176.707141864697,4725.5690472882325,RP,[0.001 0.001],0.1,0.01,9451.138094576465,200000.0,34.97720817264995,Zilany2014,Zilany2014,40.0,40.0,30.0,[50.41212894],10.526392265344034,phase
59,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",14176.707141864697,4725.5690472882325,RP,[0.001 0.001],0.1,0.01,9451.138094576465,200000.0,44.97720817264995,Zilany2014,Zilany2014,40.0,40.0,40.0,[333.25861352],12.656562005189521,phase
60,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",15667.829844276894,5222.609948092298,RP,[0.001 0.001],0.1,0.01,10445.219896184595,200000.0,26.99566586349379,Zilany2014,Zilany2014,40.0,40.0,20.0,[14.02491247],8.785696644521817,phase
