,API,F0,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,fs,level,model,n_cf,n_fiber_per_chan,nominal_level,result,roving_type
46,[0.],791.8815200973457,8710.696721070803,3959.407600486729,RP,[0.001],0.1,0.01,200000.0,29.636352236832014,Zilany2014,40.0,40.0,30.0,0.6409760938372749,none
47,[0.],791.8815200973457,8710.696721070803,3959.407600486729,RP,[0.001],0.1,0.01,200000.0,39.63635223683202,Zilany2014,40.0,40.0,40.0,0.9577318146909509,none
48,[0.],875.17254814933,9626.89802964263,4375.86274074665,RP,[0.001],0.1,0.01,200000.0,19.7611214338582,Zilany2014,40.0,40.0,20.0,0.42151721798877057,none
49,[0.],875.17254814933,9626.89802964263,4375.86274074665,RP,[0.001],0.1,0.01,200000.0,29.7611214338582,Zilany2014,40.0,40.0,30.0,0.695213199582651,none
50,[0.],875.17254814933,9626.89802964263,4375.86274074665,RP,[0.001],0.1,0.01,200000.0,39.7611214338582,Zilany2014,40.0,40.0,40.0,1.035464854016183,none
51,[0.],967.2242243259274,10639.466467585202,4836.121121629637,RP,[0.001],0.1,0.01,200000.0,20.695837741874442,Zilany2014,40.0,40.0,20.0,0.4406094277698853,none
52,[0.],967.2242243259274,10639.466467585202,4836.121121629637,RP,[0.001],0.1,0.01,200000.0,30.695837741874442,Zilany2014,40.0,40.0,30.0,0.7834971169763268,none
53,[0.],967.2242243259274,10639.466467585202,4836.121121629637,RP,[0.001],0.1,0.01,200000.0,40.69583774187444,Zilany2014,40.0,40.0,40.0,1.098121524116174,none
54,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,RP,[0.001],0.1,0.01,200000.0,22.677518294872545,Zilany2014,40.0,40.0,20.0,0.4859343872163903,none
55,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,RP,[0.001],0.1,0.01,200000.0,32.67751829487255,Zilany2014,40.0,40.0,30.0,0.8297970134565618,none
56,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,RP,[0.001],0.1,0.01,200000.0,42.67751829487255,Zilany2014,40.0,40.0,40.0,1.2253362570868647,none
57,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,RP,[0.001],0.1,0.01,200000.0,24.977208172649956,Zilany2014,40.0,40.0,20.0,0.529818792110012,none
58,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,RP,[0.001],0.1,0.01,200000.0,34.97720817264995,Zilany2014,40.0,40.0,30.0,0.8946519906459821,none
59,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,RP,[0.001],0.1,0.01,200000.0,44.97720817264995,Zilany2014,40.0,40.0,40.0,1.3817052457931305,none
60,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,RP,[0.001],0.1,0.01,200000.0,26.99566586349379,Zilany2014,40.0,40.0,20.0,0.5606273790957185,none
61,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,RP,[0.001],0.1,0.01,200000.0,36.99566586349379,Zilany2014,40.0,40.0,30.0,1.0003773679064139,none
62,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,RP,[0.001],0.1,0.01,200000.0,46.99566586349379,Zilany2014,40.0,40.0,40.0,1.5470539248408497,none
63,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,RP,[0.001],0.1,0.01,200000.0,28.865164487789535,Zilany2014,40.0,40.0,20.0,0.5873423760851954,none
64,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,RP,[0.001],0.1,0.01,200000.0,38.865164487789535,Zilany2014,40.0,40.0,30.0,1.0739065997271835,none
65,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,RP,[0.001],0.1,0.01,200000.0,48.865164487789535,Zilany2014,40.0,40.0,40.0,1.6546284451334465,none
66,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,RP,[0.001],0.1,0.01,200000.0,30.73619056988742,Zilany2014,40.0,40.0,20.0,0.6212289755805273,none
67,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,RP,[0.001],0.1,0.01,200000.0,40.73619056988742,Zilany2014,40.0,40.0,30.0,1.2063367640029103,none
68,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,RP,[0.001],0.1,0.01,200000.0,50.73619056988742,Zilany2014,40.0,40.0,40.0,1.8074145755062063,none
69,[0.],1762.495576511835,19387.451341630185,8812.477882559175,RP,[0.001],0.1,0.01,200000.0,32.594091411120644,Zilany2014,40.0,40.0,20.0,0.6562606785686278,none
70,[0.],1762.495576511835,19387.451341630185,8812.477882559175,RP,[0.001],0.1,0.01,200000.0,42.594091411120644,Zilany2014,40.0,40.0,30.0,1.3035732614027322,none
71,[0.],1762.495576511835,19387.451341630185,8812.477882559175,RP,[0.001],0.1,0.01,200000.0,52.594091411120644,Zilany2014,40.0,40.0,40.0,1.9945780163442797,none
