,API,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,freq,fs,fs_synapse,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,result,roving_type
91,[0.],12827.49604659581,5130.998418638324,AI,[0.001],0.1,0.01,8551.664031063874,500000.0,250000.0,52.67751829487255,Zilany2014,Zilany2014,40.0,72.0,50.0,1.2123476684238192,none
92,[0.],12827.49604659581,5130.998418638324,AI,[0.001],0.1,0.01,8551.664031063874,500000.0,250000.0,62.67751829487255,Zilany2014,Zilany2014,40.0,72.0,60.0,1.3702272058997795,none
93,[0.],12827.49604659581,5130.998418638324,AI,[0.001],0.1,0.01,8551.664031063874,500000.0,250000.0,72.67751829487254,Zilany2014,Zilany2014,40.0,72.0,70.0,1.8894875395626691,none
94,[0.],12827.49604659581,5130.998418638324,AI,[0.001],0.1,0.01,8551.664031063874,500000.0,250000.0,82.67751829487254,Zilany2014,Zilany2014,40.0,72.0,80.0,2.306890666642901,none
95,[0.],14176.707141864697,5670.682856745879,AI,[0.001],0.1,0.01,9451.138094576465,500000.0,250000.0,44.97720817264995,Zilany2014,Zilany2014,40.0,72.0,40.0,2.021759910823368,none
96,[0.],14176.707141864697,5670.682856745879,AI,[0.001],0.1,0.01,9451.138094576465,500000.0,250000.0,54.97720817264995,Zilany2014,Zilany2014,40.0,72.0,50.0,1.9102478594857815,none
97,[0.],14176.707141864697,5670.682856745879,AI,[0.001],0.1,0.01,9451.138094576465,500000.0,250000.0,64.97720817264995,Zilany2014,Zilany2014,40.0,72.0,60.0,2.061793078648651,none
98,[0.],14176.707141864697,5670.682856745879,AI,[0.001],0.1,0.01,9451.138094576465,500000.0,250000.0,74.97720817264995,Zilany2014,Zilany2014,40.0,72.0,70.0,2.5669025435142747,none
99,[0.],14176.707141864697,5670.682856745879,AI,[0.001],0.1,0.01,9451.138094576465,500000.0,250000.0,84.97720817264995,Zilany2014,Zilany2014,40.0,72.0,80.0,2.935211116015575,none
100,[0.],15667.829844276894,6267.131937710757,AI,[0.001],0.1,0.01,10445.219896184595,500000.0,250000.0,46.99566586349379,Zilany2014,Zilany2014,40.0,72.0,40.0,3.221696849095619,none
101,[0.],15667.829844276894,6267.131937710757,AI,[0.001],0.1,0.01,10445.219896184595,500000.0,250000.0,56.99566586349379,Zilany2014,Zilany2014,40.0,72.0,50.0,3.0555261749784686,none
102,[0.],15667.829844276894,6267.131937710757,AI,[0.001],0.1,0.01,10445.219896184595,500000.0,250000.0,66.9956658634938,Zilany2014,Zilany2014,40.0,72.0,60.0,3.0748837883438007,none
103,[0.],15667.829844276894,6267.131937710757,AI,[0.001],0.1,0.01,10445.219896184595,500000.0,250000.0,76.9956658634938,Zilany2014,Zilany2014,40.0,72.0,70.0,3.501002188831544,none
104,[0.],15667.829844276894,6267.131937710757,AI,[0.001],0.1,0.01,10445.219896184595,500000.0,250000.0,86.9956658634938,Zilany2014,Zilany2014,40.0,72.0,80.0,3.715783717046209,none
105,[0.],17315.79058329371,6926.316233317485,AI,[0.001],0.1,0.01,11543.860388862475,500000.0,250000.0,48.865164487789535,Zilany2014,Zilany2014,40.0,72.0,40.0,4.656438580968787,none
106,[0.],17315.79058329371,6926.316233317485,AI,[0.001],0.1,0.01,11543.860388862475,500000.0,250000.0,58.865164487789535,Zilany2014,Zilany2014,40.0,72.0,50.0,4.557073420210091,none
107,[0.],17315.79058329371,6926.316233317485,AI,[0.001],0.1,0.01,11543.860388862475,500000.0,250000.0,68.86516448778953,Zilany2014,Zilany2014,40.0,72.0,60.0,4.548150222315802,none
108,[0.],17315.79058329371,6926.316233317485,AI,[0.001],0.1,0.01,11543.860388862475,500000.0,250000.0,78.86516448778953,Zilany2014,Zilany2014,40.0,72.0,70.0,4.974326772076387,none
109,[0.],17315.79058329371,6926.316233317485,AI,[0.001],0.1,0.01,11543.860388862475,500000.0,250000.0,88.86516448778953,Zilany2014,Zilany2014,40.0,72.0,80.0,5.36849197677392,none
110,[0.],19137.085767752775,7654.83430710111,AI,[0.001],0.1,0.01,12758.057178501851,500000.0,250000.0,50.73619056988742,Zilany2014,Zilany2014,40.0,72.0,40.0,5.364490979023916,none
111,[0.],19137.085767752775,7654.83430710111,AI,[0.001],0.1,0.01,12758.057178501851,500000.0,250000.0,60.73619056988742,Zilany2014,Zilany2014,40.0,72.0,50.0,4.845650025168531,none
112,[0.],19137.085767752775,7654.83430710111,AI,[0.001],0.1,0.01,12758.057178501851,500000.0,250000.0,70.73619056988741,Zilany2014,Zilany2014,40.0,72.0,60.0,4.464465232024397,none
113,[0.],19137.085767752775,7654.83430710111,AI,[0.001],0.1,0.01,12758.057178501851,500000.0,250000.0,80.73619056988741,Zilany2014,Zilany2014,40.0,72.0,70.0,4.255200216777393,none
114,[0.],19137.085767752775,7654.83430710111,AI,[0.001],0.1,0.01,12758.057178501851,500000.0,250000.0,90.73619056988741,Zilany2014,Zilany2014,40.0,72.0,80.0,3.979959564843257,none
115,[0.],21149.94691814202,8459.978767256807,AI,[0.001],0.1,0.01,14099.96461209468,500000.0,250000.0,52.594091411120644,Zilany2014,Zilany2014,40.0,72.0,40.0,6.672031764170759,none
116,[0.],21149.94691814202,8459.978767256807,AI,[0.001],0.1,0.01,14099.96461209468,500000.0,250000.0,62.594091411120644,Zilany2014,Zilany2014,40.0,72.0,50.0,6.599074209142882,none
117,[0.],21149.94691814202,8459.978767256807,AI,[0.001],0.1,0.01,14099.96461209468,500000.0,250000.0,72.59409141112064,Zilany2014,Zilany2014,40.0,72.0,60.0,6.278087947796593,none
118,[0.],21149.94691814202,8459.978767256807,AI,[0.001],0.1,0.01,14099.96461209468,500000.0,250000.0,82.59409141112064,Zilany2014,Zilany2014,40.0,72.0,70.0,6.362831439758036,none
119,[0.],21149.94691814202,8459.978767256807,AI,[0.001],0.1,0.01,14099.96461209468,500000.0,250000.0,92.59409141112064,Zilany2014,Zilany2014,40.0,72.0,80.0,6.0639939989120375,none
