,API,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,freq,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,result,roving_type
0,"[[0.         0.        ]
 [0.         0.02777778]]",2120.0166774534496,706.6722258178165,RP,[0.001 0.001],0.1,0.01,1413.344451635633,200000.0,[25.09330955],Zilany2014,Zilany2014,40.0,72.0,20.0,2.6828701276351583,level
1,"[[0.         0.        ]
 [0.         0.02777778]]",2120.0166774534496,706.6722258178165,RP,[0.001 0.001],0.1,0.01,1413.344451635633,200000.0,[40.70661736],Zilany2014,Zilany2014,40.0,72.0,30.0,2.572533937436146,level
2,"[[0.         0.        ]
 [0.         0.02777778]]",2120.0166774534496,706.6722258178165,RP,[0.001 0.001],0.1,0.01,1413.344451635633,200000.0,[49.87736407],Zilany2014,Zilany2014,40.0,72.0,40.0,2.933653652223965,level
3,"[[0.         0.        ]
 [0.         0.02777778]]",2343.0025207532694,781.0008402510898,RP,[0.001 0.001],0.1,0.01,1562.0016805021796,200000.0,[30.48065563],Zilany2014,Zilany2014,40.0,72.0,20.0,2.5121861641630003,level
4,"[[0.         0.        ]
 [0.         0.02777778]]",2343.0025207532694,781.0008402510898,RP,[0.001 0.001],0.1,0.01,1562.0016805021796,200000.0,[39.2330946],Zilany2014,Zilany2014,40.0,72.0,30.0,2.1079942032841785,level
5,"[[0.         0.        ]
 [0.         0.02777778]]",2343.0025207532694,781.0008402510898,RP,[0.001 0.001],0.1,0.01,1562.0016805021796,200000.0,[45.70713121],Zilany2014,Zilany2014,40.0,72.0,40.0,1.944970628538414,level
6,"[[0.         0.        ]
 [0.         0.02777778]]",2589.4422768646923,863.1474256215641,RP,[0.001 0.001],0.1,0.01,1726.2948512431283,200000.0,[30.36481413],Zilany2014,Zilany2014,40.0,72.0,20.0,3.1341979166730582,level
7,"[[0.         0.        ]
 [0.         0.02777778]]",2589.4422768646923,863.1474256215641,RP,[0.001 0.001],0.1,0.01,1726.2948512431283,200000.0,[37.87211132],Zilany2014,Zilany2014,40.0,72.0,30.0,3.0540661521964383,level
8,"[[0.         0.        ]
 [0.         0.02777778]]",2589.4422768646923,863.1474256215641,RP,[0.001 0.001],0.1,0.01,1726.2948512431283,200000.0,[47.05263735],Zilany2014,Zilany2014,40.0,72.0,40.0,3.2278271718579656,level
9,"[[0.         0.        ]
 [0.         0.02777778]]",2861.8028558750702,953.9342852916901,RP,[0.001 0.001],0.1,0.01,1907.8685705833802,200000.0,[31.8489271],Zilany2014,Zilany2014,40.0,72.0,20.0,3.0595857008950893,level
10,"[[0.         0.        ]
 [0.         0.02777778]]",2861.8028558750702,953.9342852916901,RP,[0.001 0.001],0.1,0.01,1907.8685705833802,200000.0,[40.87505306],Zilany2014,Zilany2014,40.0,72.0,30.0,3.2162135200907604,level
11,"[[0.         0.        ]
 [0.         0.02777778]]",2861.8028558750702,953.9342852916901,RP,[0.001 0.001],0.1,0.01,1907.8685705833802,200000.0,[49.92985001],Zilany2014,Zilany2014,40.0,72.0,40.0,3.7669108370650615,level
12,"[[0.         0.        ]
 [0.         0.02777778]]",3162.8106403712163,1054.270213457072,RP,[0.001 0.001],0.1,0.01,2108.540426914144,200000.0,[31.51419601],Zilany2014,Zilany2014,40.0,72.0,20.0,3.3303983450896744,level
13,"[[0.         0.        ]
 [0.         0.02777778]]",3162.8106403712163,1054.270213457072,RP,[0.001 0.001],0.1,0.01,2108.540426914144,200000.0,[41.23686512],Zilany2014,Zilany2014,40.0,72.0,30.0,3.438436667201494,level
14,"[[0.         0.        ]
 [0.         0.02777778]]",3162.8106403712163,1054.270213457072,RP,[0.001 0.001],0.1,0.01,2108.540426914144,200000.0,[49.57040947],Zilany2014,Zilany2014,40.0,72.0,40.0,3.910122540157356,level
15,"[[0.         0.        ]
 [0.         0.02777778]]",3495.478777061525,1165.1595923538416,RP,[0.001 0.001],0.1,0.01,2330.3191847076832,200000.0,[31.16603132],Zilany2014,Zilany2014,40.0,72.0,20.0,3.5916962393991603,level
16,"[[0.         0.        ]
 [0.         0.02777778]]",3495.478777061525,1165.1595923538416,RP,[0.001 0.001],0.1,0.01,2330.3191847076832,200000.0,[38.49136308],Zilany2014,Zilany2014,40.0,72.0,30.0,3.7109523779944587,level
17,"[[0.         0.        ]
 [0.         0.02777778]]",3495.478777061525,1165.1595923538416,RP,[0.001 0.001],0.1,0.01,2330.3191847076832,200000.0,[51.12235288],Zilany2014,Zilany2014,40.0,72.0,40.0,4.185386216448035,level
18,"[[0.         0.        ]
 [0.         0.02777778]]",3863.137338963008,1287.7124463210027,RP,[0.001 0.001],0.1,0.01,2575.4248926420055,200000.0,[28.12341118],Zilany2014,Zilany2014,40.0,72.0,20.0,3.754053083598424,level
19,"[[0.         0.        ]
 [0.         0.02777778]]",3863.137338963008,1287.7124463210027,RP,[0.001 0.001],0.1,0.01,2575.4248926420055,200000.0,[40.86619455],Zilany2014,Zilany2014,40.0,72.0,30.0,3.9103343748103256,level
20,"[[0.         0.        ]
 [0.         0.02777778]]",3863.137338963008,1287.7124463210027,RP,[0.001 0.001],0.1,0.01,2575.4248926420055,200000.0,[48.74212705],Zilany2014,Zilany2014,40.0,72.0,40.0,4.548448392487801,level
21,"[[0.         0.        ]
 [0.         0.02777778]]",4269.466660082513,1423.1555533608378,RP,[0.001 0.001],0.1,0.01,2846.3111067216755,200000.0,[29.10783666],Zilany2014,Zilany2014,40.0,72.0,20.0,3.835490676099016,level
22,"[[0.         0.        ]
 [0.         0.02777778]]",4269.466660082513,1423.1555533608378,RP,[0.001 0.001],0.1,0.01,2846.3111067216755,200000.0,[37.48632017],Zilany2014,Zilany2014,40.0,72.0,30.0,3.937638390178889,level
23,"[[0.         0.        ]
 [0.         0.02777778]]",4269.466660082513,1423.1555533608378,RP,[0.001 0.001],0.1,0.01,2846.3111067216755,200000.0,[49.0077974],Zilany2014,Zilany2014,40.0,72.0,40.0,4.514410560755851,level
24,"[[0.         0.        ]
 [0.         0.02777778]]",4718.534176278918,1572.8447254263058,RP,[0.001 0.001],0.1,0.01,3145.6894508526116,200000.0,[26.36572691],Zilany2014,Zilany2014,40.0,72.0,20.0,3.7594570657034563,level
25,"[[0.         0.        ]
 [0.         0.02777778]]",4718.534176278918,1572.8447254263058,RP,[0.001 0.001],0.1,0.01,3145.6894508526116,200000.0,[35.16128628],Zilany2014,Zilany2014,40.0,72.0,30.0,3.9574299514761915,level
26,"[[0.         0.        ]
 [0.         0.02777778]]",4718.534176278918,1572.8447254263058,RP,[0.001 0.001],0.1,0.01,3145.6894508526116,200000.0,[45.60953896],Zilany2014,Zilany2014,40.0,72.0,40.0,4.464255851308333,level
27,"[[0.         0.        ]
 [0.         0.02777778]]",5214.835141090398,1738.2783803634659,RP,[0.001 0.001],0.1,0.01,3476.5567607269318,200000.0,[28.01336049],Zilany2014,Zilany2014,40.0,72.0,20.0,3.8569023732435026,level
