,API,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,freq,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,result,roving_type
0,[0.],2120.0166774534496,706.6722258178165,AI,[0.001],0.1,0.01,1413.344451635633,1250000.0,33.31510066171346,Heinz2001,Heinz2001,40.0,72.0,20.0,0.02709953476357775,none
1,[0.],2120.0166774534496,706.6722258178165,AI,[0.001],0.1,0.01,1413.344451635633,1250000.0,43.31510066171346,Heinz2001,Heinz2001,40.0,72.0,30.0,0.01885531435130404,none
2,[0.],2120.0166774534496,706.6722258178165,AI,[0.001],0.1,0.01,1413.344451635633,1250000.0,53.31510066171346,Heinz2001,Heinz2001,40.0,72.0,40.0,0.014974811437417737,none
3,[0.],2343.0025207532694,781.0008402510898,AI,[0.001],0.1,0.01,1562.0016805021796,1250000.0,33.61671705526375,Heinz2001,Heinz2001,40.0,72.0,20.0,0.02802269195255147,none
4,[0.],2343.0025207532694,781.0008402510898,AI,[0.001],0.1,0.01,1562.0016805021796,1250000.0,43.61671705526375,Heinz2001,Heinz2001,40.0,72.0,30.0,0.019643307201551424,none
5,[0.],2343.0025207532694,781.0008402510898,AI,[0.001],0.1,0.01,1562.0016805021796,1250000.0,53.61671705526375,Heinz2001,Heinz2001,40.0,72.0,40.0,0.01565380056437951,none
6,[0.],2589.4422768646923,863.1474256215641,AI,[0.001],0.1,0.01,1726.2948512431283,1250000.0,34.014401565273985,Heinz2001,Heinz2001,40.0,72.0,20.0,0.02905369638919719,none
7,[0.],2589.4422768646923,863.1474256215641,AI,[0.001],0.1,0.01,1726.2948512431283,1250000.0,44.014401565273985,Heinz2001,Heinz2001,40.0,72.0,30.0,0.020533281724411896,none
8,[0.],2589.4422768646923,863.1474256215641,AI,[0.001],0.1,0.01,1726.2948512431283,1250000.0,54.014401565273985,Heinz2001,Heinz2001,40.0,72.0,40.0,0.0164142757214947,none
9,[0.],2861.8028558750702,953.9342852916901,AI,[0.001],0.1,0.01,1907.8685705833802,1250000.0,34.4939876158342,Heinz2001,Heinz2001,40.0,72.0,20.0,0.030288655614072367,none
10,[0.],2861.8028558750702,953.9342852916901,AI,[0.001],0.1,0.01,1907.8685705833802,1250000.0,44.4939876158342,Heinz2001,Heinz2001,40.0,72.0,30.0,0.021589711391778392,none
11,[0.],2861.8028558750702,953.9342852916901,AI,[0.001],0.1,0.01,1907.8685705833802,1250000.0,54.4939876158342,Heinz2001,Heinz2001,40.0,72.0,40.0,0.017307301008499292,none
12,[0.],3162.8106403712163,1054.270213457072,AI,[0.001],0.1,0.01,2108.540426914144,1250000.0,34.972581766637475,Heinz2001,Heinz2001,40.0,72.0,20.0,0.031956888686854326,none
13,[0.],3162.8106403712163,1054.270213457072,AI,[0.001],0.1,0.01,2108.540426914144,1250000.0,44.972581766637475,Heinz2001,Heinz2001,40.0,72.0,30.0,0.0229546634328992,none
14,[0.],3162.8106403712163,1054.270213457072,AI,[0.001],0.1,0.01,2108.540426914144,1250000.0,54.972581766637475,Heinz2001,Heinz2001,40.0,72.0,40.0,0.018444931670016165,none
15,[0.],3495.478777061525,1165.1595923538416,AI,[0.001],0.1,0.01,2330.3191847076832,1250000.0,35.43464390139043,Heinz2001,Heinz2001,40.0,72.0,20.0,0.03429124031215481,none
16,[0.],3495.478777061525,1165.1595923538416,AI,[0.001],0.1,0.01,2330.3191847076832,1250000.0,45.43464390139043,Heinz2001,Heinz2001,40.0,72.0,30.0,0.024853291210862116,none
17,[0.],3495.478777061525,1165.1595923538416,AI,[0.001],0.1,0.01,2330.3191847076832,1250000.0,55.43464390139043,Heinz2001,Heinz2001,40.0,72.0,40.0,0.020038298554761472,none
18,[0.],3863.137338963008,1287.7124463210027,AI,[0.001],0.1,0.01,2575.4248926420055,1250000.0,35.926474117245625,Heinz2001,Heinz2001,40.0,72.0,20.0,0.03761724453086823,none
19,[0.],3863.137338963008,1287.7124463210027,AI,[0.001],0.1,0.01,2575.4248926420055,1250000.0,45.926474117245625,Heinz2001,Heinz2001,40.0,72.0,30.0,0.027737947253282758,none
20,[0.],3863.137338963008,1287.7124463210027,AI,[0.001],0.1,0.01,2575.4248926420055,1250000.0,55.926474117245625,Heinz2001,Heinz2001,40.0,72.0,40.0,0.02255422512647328,none
21,[0.],4269.466660082513,1423.1555533608378,AI,[0.001],0.1,0.01,2846.3111067216755,1250000.0,36.433654302771586,Heinz2001,Heinz2001,40.0,72.0,20.0,0.042644270172032255,none
22,[0.],4269.466660082513,1423.1555533608378,AI,[0.001],0.1,0.01,2846.3111067216755,1250000.0,46.433654302771586,Heinz2001,Heinz2001,40.0,72.0,30.0,0.03239209666928184,none
23,[0.],4269.466660082513,1423.1555533608378,AI,[0.001],0.1,0.01,2846.3111067216755,1250000.0,56.433654302771586,Heinz2001,Heinz2001,40.0,72.0,40.0,0.026707777690439458,none
24,[0.],4718.534176278918,1572.8447254263058,AI,[0.001],0.1,0.01,3145.6894508526116,1250000.0,36.896005181474834,Heinz2001,Heinz2001,40.0,72.0,20.0,0.050512158493439714,none
25,[0.],4718.534176278918,1572.8447254263058,AI,[0.001],0.1,0.01,3145.6894508526116,1250000.0,46.896005181474834,Heinz2001,Heinz2001,40.0,72.0,30.0,0.03954154059713295,none
26,[0.],4718.534176278918,1572.8447254263058,AI,[0.001],0.1,0.01,3145.6894508526116,1250000.0,56.896005181474834,Heinz2001,Heinz2001,40.0,72.0,40.0,0.0329409306187698,none
27,[0.],5214.835141090398,1738.2783803634659,AI,[0.001],0.1,0.01,3476.5567607269318,1250000.0,37.270005918784854,Heinz2001,Heinz2001,40.0,72.0,20.0,0.06259746266682216,none
28,[0.],5214.835141090398,1738.2783803634659,AI,[0.001],0.1,0.01,3476.5567607269318,1250000.0,47.270005918784854,Heinz2001,Heinz2001,40.0,72.0,30.0,0.04995547740904623,none
29,[0.],5214.835141090398,1738.2783803634659,AI,[0.001],0.1,0.01,3476.5567607269318,1250000.0,57.270005918784854,Heinz2001,Heinz2001,40.0,72.0,40.0,0.04182605690688512,none
30,[0.],5763.337624100281,1921.11254136676,AI,[0.001],0.1,0.01,3842.22508273352,1250000.0,37.52872377209741,Heinz2001,Heinz2001,40.0,72.0,20.0,0.08080841559188784,none
