,API,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,freq,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,result,roving_type
0,[0.],2120.0166774534496,706.6722258178165,RP,[0.001],0.1,0.01,1413.344451635633,200000.0,27.72442468791052,Zilany2014,Zilany2014,40.0,72.0,20.0,2.5497594178414684,none
1,[0.],2120.0166774534496,706.6722258178165,RP,[0.001],0.1,0.01,1413.344451635633,200000.0,37.72442468791052,Zilany2014,Zilany2014,40.0,72.0,30.0,2.609028127517573,none
2,[0.],2120.0166774534496,706.6722258178165,RP,[0.001],0.1,0.01,1413.344451635633,200000.0,47.72442468791052,Zilany2014,Zilany2014,40.0,72.0,40.0,2.9811435813739924,none
3,[0.],2343.0025207532694,781.0008402510898,RP,[0.001],0.1,0.01,1562.0016805021796,200000.0,27.929405972484574,Zilany2014,Zilany2014,40.0,72.0,20.0,2.8355701357640877,none
4,[0.],2343.0025207532694,781.0008402510898,RP,[0.001],0.1,0.01,1562.0016805021796,200000.0,37.929405972484574,Zilany2014,Zilany2014,40.0,72.0,30.0,2.1852289274288608,none
5,[0.],2343.0025207532694,781.0008402510898,RP,[0.001],0.1,0.01,1562.0016805021796,200000.0,47.929405972484574,Zilany2014,Zilany2014,40.0,72.0,40.0,2.1635614392052855,none
6,[0.],2589.4422768646923,863.1474256215641,RP,[0.001],0.1,0.01,1726.2948512431283,200000.0,28.846680961006932,Zilany2014,Zilany2014,40.0,72.0,20.0,3.15241439045721,none
7,[0.],2589.4422768646923,863.1474256215641,RP,[0.001],0.1,0.01,1726.2948512431283,200000.0,38.84668096100693,Zilany2014,Zilany2014,40.0,72.0,30.0,3.004756671266712,none
8,[0.],2589.4422768646923,863.1474256215641,RP,[0.001],0.1,0.01,1726.2948512431283,200000.0,48.84668096100693,Zilany2014,Zilany2014,40.0,72.0,40.0,3.2839462049465,none
9,[0.],2861.8028558750702,953.9342852916901,RP,[0.001],0.1,0.01,1907.8685705833802,200000.0,30.256471991629873,Zilany2014,Zilany2014,40.0,72.0,20.0,3.0159848686847957,none
10,[0.],2861.8028558750702,953.9342852916901,RP,[0.001],0.1,0.01,1907.8685705833802,200000.0,40.25647199162987,Zilany2014,Zilany2014,40.0,72.0,30.0,3.1700151284570266,none
11,[0.],2861.8028558750702,953.9342852916901,RP,[0.001],0.1,0.01,1907.8685705833802,200000.0,50.25647199162987,Zilany2014,Zilany2014,40.0,72.0,40.0,3.782010948401982,none
12,[0.],3162.8106403712163,1054.270213457072,RP,[0.001],0.1,0.01,2108.540426914144,200000.0,31.117958542971323,Zilany2014,Zilany2014,40.0,72.0,20.0,3.2194549998126365,none
13,[0.],3162.8106403712163,1054.270213457072,RP,[0.001],0.1,0.01,2108.540426914144,200000.0,41.11795854297132,Zilany2014,Zilany2014,40.0,72.0,30.0,3.543614099664768,none
14,[0.],3162.8106403712163,1054.270213457072,RP,[0.001],0.1,0.01,2108.540426914144,200000.0,51.11795854297132,Zilany2014,Zilany2014,40.0,72.0,40.0,3.9598300678638414,none
15,[0.],3495.478777061525,1165.1595923538416,RP,[0.001],0.1,0.01,2330.3191847076832,200000.0,30.998772224359527,Zilany2014,Zilany2014,40.0,72.0,20.0,3.5591200726572962,none
16,[0.],3495.478777061525,1165.1595923538416,RP,[0.001],0.1,0.01,2330.3191847076832,200000.0,40.99877222435953,Zilany2014,Zilany2014,40.0,72.0,30.0,3.834957612395765,none
17,[0.],3495.478777061525,1165.1595923538416,RP,[0.001],0.1,0.01,2330.3191847076832,200000.0,50.99877222435953,Zilany2014,Zilany2014,40.0,72.0,40.0,3.8423060432785965,none
18,[0.],3863.137338963008,1287.7124463210027,RP,[0.001],0.1,0.01,2575.4248926420055,200000.0,30.083532269431913,Zilany2014,Zilany2014,40.0,72.0,20.0,3.719514645281727,none
19,[0.],3863.137338963008,1287.7124463210027,RP,[0.001],0.1,0.01,2575.4248926420055,200000.0,40.08353226943191,Zilany2014,Zilany2014,40.0,72.0,30.0,3.810156481904587,none
20,[0.],3863.137338963008,1287.7124463210027,RP,[0.001],0.1,0.01,2575.4248926420055,200000.0,50.08353226943191,Zilany2014,Zilany2014,40.0,72.0,40.0,4.4432202628977935,none
