,API,F0,cf_high,cf_low,comps,decoding_type,delta_theta,dur,dur_ramp,fs,fs_synapse,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,parity,result,roving_type
39,[0.],648.3257202420679,7131.582922662747,3241.628601210339,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,20.506141534002488,Zilany2014,Zilany2014,40.0,51.0,20.0,both,0.010893556593490504,none
40,[0.],648.3257202420679,7131.582922662747,3241.628601210339,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,40.50614153400249,Zilany2014,Zilany2014,40.0,51.0,40.0,both,0.011980429910656096,none
41,[0.],648.3257202420679,7131.582922662747,3241.628601210339,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,60.50614153400249,Zilany2014,Zilany2014,40.0,51.0,60.0,both,0.012938236633919319,none
42,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,19.87458796405344,Zilany2014,Zilany2014,40.0,51.0,20.0,both,0.013890844586803787,none
43,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,39.87458796405344,Zilany2014,Zilany2014,40.0,51.0,40.0,both,0.015876243281642,none
44,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,59.87458796405344,Zilany2014,Zilany2014,40.0,51.0,60.0,both,0.01854893739009055,none
45,[0.],791.8815200973457,8710.696721070803,3959.407600486729,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,19.636352236832014,Zilany2014,Zilany2014,40.0,51.0,20.0,both,0.016781030641104006,none
46,[0.],791.8815200973457,8710.696721070803,3959.407600486729,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,39.63635223683202,Zilany2014,Zilany2014,40.0,51.0,40.0,both,0.020633629837548836,none
47,[0.],791.8815200973457,8710.696721070803,3959.407600486729,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,59.63635223683202,Zilany2014,Zilany2014,40.0,51.0,60.0,both,0.021698621352845435,none
48,[0.],875.17254814933,9626.89802964263,4375.86274074665,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,19.7611214338582,Zilany2014,Zilany2014,40.0,51.0,20.0,both,0.019752823965139752,none
49,[0.],875.17254814933,9626.89802964263,4375.86274074665,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,39.7611214338582,Zilany2014,Zilany2014,40.0,51.0,40.0,both,0.024935096244659442,none
50,[0.],875.17254814933,9626.89802964263,4375.86274074665,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,59.7611214338582,Zilany2014,Zilany2014,40.0,51.0,60.0,both,0.027557872927736492,none
51,[0.],967.2242243259274,10639.466467585202,4836.121121629637,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,20.695837741874442,Zilany2014,Zilany2014,40.0,51.0,20.0,both,0.023491591654018543,none
52,[0.],967.2242243259274,10639.466467585202,4836.121121629637,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,40.69583774187444,Zilany2014,Zilany2014,40.0,51.0,40.0,both,0.028160460509801977,none
53,[0.],967.2242243259274,10639.466467585202,4836.121121629637,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,60.69583774187444,Zilany2014,Zilany2014,40.0,51.0,60.0,both,0.035523352571237475,none
54,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,22.677518294872545,Zilany2014,Zilany2014,40.0,51.0,20.0,both,0.02660854602837582,none
55,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,42.67751829487255,Zilany2014,Zilany2014,40.0,51.0,40.0,both,0.03383961533909698,none
56,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,62.67751829487255,Zilany2014,Zilany2014,40.0,51.0,60.0,both,0.04463992541623631,none
57,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,24.977208172649956,Zilany2014,Zilany2014,40.0,51.0,20.0,both,0.029843457291169315,none
58,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,44.97720817264995,Zilany2014,Zilany2014,40.0,51.0,40.0,both,0.03803265838382194,none
59,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,64.97720817264995,Zilany2014,Zilany2014,40.0,51.0,60.0,both,0.05926515658351361,none
60,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,26.99566586349379,Zilany2014,Zilany2014,40.0,51.0,20.0,both,0.03705077852936941,none
61,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,46.99566586349379,Zilany2014,Zilany2014,40.0,51.0,40.0,both,0.04191744777279741,none
62,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,66.9956658634938,Zilany2014,Zilany2014,40.0,51.0,60.0,both,0.06480731568003298,none
63,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,28.865164487789535,Zilany2014,Zilany2014,40.0,51.0,20.0,both,0.046037009687411395,none
64,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,48.865164487789535,Zilany2014,Zilany2014,40.0,51.0,40.0,both,0.04652870634239064,none
65,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,68.86516448778953,Zilany2014,Zilany2014,40.0,51.0,60.0,both,0.0705150768294468,none
66,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,30.73619056988742,Zilany2014,Zilany2014,40.0,51.0,20.0,both,0.06170004735343742,none
67,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,50.73619056988742,Zilany2014,Zilany2014,40.0,51.0,40.0,both,0.049003181195113044,none
68,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,70.73619056988741,Zilany2014,Zilany2014,40.0,51.0,60.0,both,0.07305102365703423,none
69,[0.],1762.495576511835,19387.451341630185,8812.477882559175,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,32.594091411120644,Zilany2014,Zilany2014,40.0,51.0,20.0,both,0.08028259202602243,none
70,[0.],1762.495576511835,19387.451341630185,8812.477882559175,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,52.594091411120644,Zilany2014,Zilany2014,40.0,51.0,40.0,both,0.0533409094992811,none
71,[0.],1762.495576511835,19387.451341630185,8812.477882559175,[ 6  7  8  9 10],AI,[0.001],0.1,0.01,200000.0,50000.0,72.59409141112064,Zilany2014,Zilany2014,40.0,51.0,60.0,both,0.07972162605881557,none
