,API,F0,F0_masker,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_F0,nominal_level,result,roving_type,stimulus
0,"[[0 0]
 [0 0]]",295.8792436247886,258.8891847260585,3080.0,1400.0,AI,"[0.001, 0.001]",0.1,0.01,1250000.0,25.250885147015428,Heinz2001,Heinz2001,40.0,51.0,280.0,10.0,0.011593737436831035,none,geom
1,"[[0 0]
 [0 0]]",273.71796782608095,288.3689390418674,3080.0,1400.0,AI,"[0.001, 0.001]",0.1,0.01,1250000.0,35.250885147015424,Heinz2001,Heinz2001,40.0,51.0,280.0,20.0,0.003950711034757038,none,geom
2,"[[0 0]
 [0 0]]",281.21196109322995,258.0334506919026,3080.0,1400.0,AI,"[0.001, 0.001]",0.1,0.01,1250000.0,45.250885147015424,Heinz2001,Heinz2001,40.0,51.0,280.0,30.0,0.0022168538315824396,none,geom
3,"[[0 0]
 [0 0]]",306.06245600067,262.6189450164625,3080.0,1400.0,AI,"[0.001, 0.001]",0.1,0.01,1250000.0,55.250885147015424,Heinz2001,Heinz2001,40.0,51.0,280.0,40.0,0.0019568700083950866,none,geom
4,"[[0 0]
 [0 0]]",1436.33792951749,1278.8925575783608,15400.0,7000.0,AI,"[0.001, 0.001]",0.1,0.01,1250000.0,27.935819526844288,Heinz2001,Heinz2001,40.0,51.0,1400.0,10.0,0.0669251427215131,none,geom
5,"[[0 0]
 [0 0]]",1263.404291835455,1309.1387955436917,15400.0,7000.0,AI,"[0.001, 0.001]",0.1,0.01,1250000.0,37.935819526844284,Heinz2001,Heinz2001,40.0,51.0,1400.0,20.0,0.04969349382658328,none,geom
6,"[[0 0]
 [0 0]]",1513.2083844561876,1279.8559047074914,15400.0,7000.0,AI,"[0.001, 0.001]",0.1,0.01,1250000.0,47.935819526844284,Heinz2001,Heinz2001,40.0,51.0,1400.0,30.0,0.07684347493553352,none,geom
7,"[[0 0]
 [0 0]]",1509.1259432610184,1300.7163529051663,15400.0,7000.0,AI,"[0.001, 0.001]",0.1,0.01,1250000.0,57.935819526844284,Heinz2001,Heinz2001,40.0,51.0,1400.0,40.0,0.08628735527938715,none,geom
