,API,F0,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_F0,nominal_level,result,roving_type,stimulus
0,[0.],280.0,3080.0,1400.0,AI,[0.001],0.1,0.01,500000.0,21.153102312178724,Zilany2014,Zilany2014,40.0,51.0,280.0,10.0,0.0018460594831382665,none,iso
1,[0.],280.0,3080.0,1400.0,AI,[0.001],0.1,0.01,500000.0,31.153102312178724,Zilany2014,Zilany2014,40.0,51.0,280.0,20.0,0.0012106014952883613,none,iso
2,[0.],280.0,3080.0,1400.0,AI,[0.001],0.1,0.01,500000.0,41.153102312178724,Zilany2014,Zilany2014,40.0,51.0,280.0,30.0,0.0010498822740867882,none,iso
3,[0.],280.0,3080.0,1400.0,AI,[0.001],0.1,0.01,500000.0,51.153102312178724,Zilany2014,Zilany2014,40.0,51.0,280.0,40.0,0.0009624271325707692,none,iso
4,[0.],1400.0,15400.0,7000.0,AI,[0.001],0.1,0.01,500000.0,18.301807878217403,Zilany2014,Zilany2014,40.0,51.0,1400.0,10.0,0.17526732273478138,none,iso
5,[0.],1400.0,15400.0,7000.0,AI,[0.001],0.1,0.01,500000.0,28.301807878217403,Zilany2014,Zilany2014,40.0,51.0,1400.0,20.0,0.061137574617045526,none,iso
6,[0.],1400.0,15400.0,7000.0,AI,[0.001],0.1,0.01,500000.0,38.3018078782174,Zilany2014,Zilany2014,40.0,51.0,1400.0,30.0,0.04719546950336314,none,iso
7,[0.],1400.0,15400.0,7000.0,AI,[0.001],0.1,0.01,500000.0,48.3018078782174,Zilany2014,Zilany2014,40.0,51.0,1400.0,40.0,0.04326594814012751,none,iso
